,category,text,postid,pred_category,pred_category_text
731,0,"Staffing Consultant ready to fill your open positions (NORTHBROOK) CAROL MILLER www.linkedin.com/pub/carol-miller/2/535/966/  SUMMARY  Creative and innovative professional who thrives on challenge and personal involvement.  Motivated, organized and analytical team player with strong written and verbal communication skills.  An outstanding leader, able to effectively interact with individuals at all levels.  Key qualifications include:  \xe2\x80\xa2\tTraining and Coaching\t\xe2\x80\xa2\tPerformance Appraisal \xe2\x80\xa2\tCustomer Service\t\xe2\x80\xa2\tAIRS Internet Recruiting Techniques \xe2\x80\xa2\tEmployee Development\tRecruitment expertise in IT, Finance, Marketing and  Sales, Operations, Administration and Healthcare     PROFESSIONAL BACKGROUND  ABM CONSULTING, Northbrook, IL\t\t\t\t\t\t\t8/2002-present  Talent Acquisition Recruiter  Long term contract with Sundberg America 6-2013 to 2-2014.  Recruited exempt level position in Finance, Operations, and Supply Chain.  Long term contract with Profile Plastics-7-2012 to present.  Recruited exempt level positions in Manufacturing, Engineering, Operations, and Finance.   \t Long term contract with Morton Manufacturing Company 6-2006 to 1-2012.   Recruited  non-exempt and exempt level positions in all functional areas of this industrial manufacturer, with a concentration in Operations, and Sales.    Long term contract with Netrix, LLC for full life cycle recruiting of IT professionals 3-2004 to 5-2007.  Positions included Business Development Managers, Account Managers, Network Engineers, Web Developers and Designers.  Daily responsibilities of candidate evaluation and selection, sourcing (direct, networking, and internet), job postings creation and management, and offer negotiation.    Contract with ACCO Brands.  Recruited  non-exempt and exempt level positions in all functional areas, with a concentration in IT, Operations, and  Sales.    Contract with Washington National.   Full life cycle recruiting of sales and banking professionals with daily responsibilities of candidate evaluation and selection, sourcing (direct, networking, and internet), job postings creation and management, and offer negotiation.    Contract with Hewitt .  Full life cycle recruiting of non-exempt and exempt level positions in all functional areas, with a concentration in IT, Operations, and Finance.     Stepan Company, Northbrook, IL                                   \t\t\t\t   10/2011 \xe2\x80\x93 7/2013 Recruiting Consultant Reason for leaving-left to pursue growing my own business (ABM Consulting)   Full life-cycle recruitment of exempt and non-exempt position within corporate as well as manufacturing plant.  Daily responsibilities of candidate evaluation and selection, sourcing (direct, networking, and internet), job postings creation and management,  offer negotiation and onboarding.  Creative sourcing techniques included utilizing networking, cold calling, web searches, niche sites, associations, and mining internal/external databases. \xe2\x80\xa2\tWithin the 1st six weeks of this contract, filled 1/3 of open reqs, drastically reducing time to fill and cost per hire. \xe2\x80\xa2\tCost savings to company in 1st quarter was $96,000.  The Novo Group,  Milwaukee, WI                                            \t\t\t        12/2010 \xe2\x80\x93 10/2011  Staffing Consultant  Reason for leaving-left to pursue long term opportunity with Stepan.  Responsible for executing the recruiting strategy for Novo clients-full life cycle recruitment of exempt level positions in all functional areas, with a concentration in Operations,  Manufacturing and Supply Chain.  Highly regarded as a timely, creating staffing professional with low costs per hire.   Creative sourcing techniques included utilizing networking, cold calling, web searches, niche sites, associations, and mining internal/external databases.   ABM CONSULTING, Northbrook, IL                                                                                    8/2008 \xe2\x80\x9312/2010 Career Transition Coach  Reason for leaving- Reason for leaving-left to pursue the financially stable opportunity with the Novo Group  The Career Coach position was interim in a tough marketplace.  Leadership and personal excellence coaching applied toward the process of career planning and career transition.  \xe2\x80\xa2\tEvaluation of current career situation \xe2\x80\xa2\tIdentification and evaluation of new career opportunities \xe2\x80\xa2\tComprehensive job search campaign implementation     W.W. GRAINGER, INC., Lake Forest, IL\t2/2000 \xe2\x80\x93 8/2002  Reason for leaving-left due to company wide reduction in force.  Staffing Sourcing Manager Responsible for facilitating the identification and selection of world class talent at all levels. Managed the total recruitment process from sourcing candidates, to interviewing, and hiring.  Areas of expertise include Finance, IT, Sales and Marketing.   Developed targeted sourcing strategies and utilized recruitment techniques to generate high quality candidates.  Managed four employees: two Administrative Assistants, Relocation and Staffing Administrator and Staffing Researcher.  \xe2\x80\xa2\tPromoted to management position in less than one year. \xe2\x80\xa2\tBuilt strong rapport with staff, creating a productive, high-performance team. \xe2\x80\xa2\tPartnered with Staffing Specialists to source best-in class candidates and achieve a quality pool of applicants in a timely and cost effective manner.   \xe2\x80\xa2\tOptimized a wide range of sourcing methods, including networking contacts, diversity websites and diversity associations, successfully providing a diverse pool of candidates for every position. \xe2\x80\xa2\tSignificantly reduced time to fill and cost per hire in 2001: Reduced time to fill from 53 to 41 days. Cut cost-per-hire by 85% - from $3500 to $580. \xe2\x80\xa2\tOversaw Relocation department to ensure the employee relocation process was a smooth transition, while also minimizing costs.  \xe2\x80\xa2\tImplemented creative research and sourcing methods and minimized the used of outside firms, resulting in a cost savings of over $70,000 for the first 4 months of 2002.   LIFESOURCE BLOOD SERVICES, Glenview, IL\t1998 \xe2\x80\x93 2000  Reason for leaving-left for the career opportunity with Grainger.  Staffing Specialist Managed the total recruitment process from sourcing candidates, to interviewing, hiring and conducting new employee orientations.   \xe2\x80\xa2\tInitiated creative sourcing techniques and saved $50,000 per annum in recruitment fees. \xe2\x80\xa2\tImplemented and delivered training to HR department on internet recruiting techniques and recommended sites, resulting in faster placement rates. \xe2\x80\xa2\tDeveloped and executed targeted recruitment strategies to better source candidates appropriate to outstanding vacancies.      SPECIAL SKILLS  \xe2\x80\xa2\t Behavioral Interviewing Techniques  \xe2\x80\xa2\t Proficient working with personal computers, automated databases, Kenexa BrassRing, Taleo, AIRS and Microsoft Office suites.   \xe2\x80\xa2\t Several years experience in Human Resources, Agency, Internet and Network/Social Media recruiting.   SOURCING TECHNIQUES \xe2\x80\xa2\tLinkedin \xe2\x80\xa2\tReferrals \xe2\x80\xa2\tNetworking \xe2\x80\xa2\tCold calling \xe2\x80\xa2\tNiche sites \xe2\x80\xa2\tAssociations \xe2\x80\xa2\tMining internal/external databases   EDUCATION  BBA, Finance University of Iowa, Iowa City, IA  Professional Seminars AIRS Searchlab Toastmasters International",7405584823,19,retail/wholesale
747,0,"Remote role wanted (Chicago) I\'m looking a part time remote job. I currently have experience in sales, customer service and Health administration. Legit roles only no ad posting or scams!",7402783036,2,customer service
767,0,"GOMEZ PAINTING (60139) INTERIOR & EXTERIOR. PAINTING,residencial and commercial 18 years of experience, We paint walls, ceiling, doors,baseboards,windows, staining , varnish, Cabinets refinishing, Drywall repair, we also install laminate flooring,backsplashes, carpentry repairs,power washing, & much more, call me for a free  estimate, Santos Gomez  show contact info .... show contact info",7398433080,6,skilled trades/artisan
787,0,"Painting Job (Aurora) We do everything painting, drywall, patching, and sanding.    Free estimates!! (All Chicago Surroundings)",7405615481,6,skilled trades/artisan
800,0,Will do odd jobs for you (Cicero) Hello I\'m looking 4 some gigs for extra income. I have done odd jobs for people that range from human alarm clock to putting banners on top of garages. Please send the job info in the first email so I know you are serious. Cash only please. No internet or posting stuff. I\'m a latino in his 20s.,7400688403,5,food/beverage/hospitality
829,0,"Student with server experience bassett certified (chicago,dupage) I\'m a student with experience in Serving, Some Bartending and  great customer skills looking for either -busser -server or front of house or admin position *or  any other part time cash paid job  Available Wed-Friday and some Saturdays.  Note> *Please Do not contact me with solicited offers ///Only serious job inquiries i.e restaurant or customer service. Thanks",7406433830,5,food/beverage/hospitality
837,0,"Caregiver Needed Skilled and experienced caregiver needed immediately to assist friendly, adult female basic activities of daily living. Can assist with mobility concerns. Will help with light housekeeping. Located near O\'Hare airport. Convenient weekend schedule for every other Sunday (9a-9p). Must be vaccinated. Good pay. Make holiday cash!  Contact  show contact info",7405325160,9,healthcare
839,0,"Bilingual Spanish customer service (Chicago) CESAR MERLOS    OBJECTIVE  A Bilingual Business Administration Professional seeks a position within this organization that will allow the application of acquired marketing and sales experience and educational training.  EDUCATION  Bachelor Degree -- Business Management (Marketing & Sales), Westwood College, Chicago, IL, 07/09 Incorporate consumer behavior principles into marketing and sales practices  Demonstrate knowledge of human resources, Internet marketing sales, and market research  Follow customer service guidelines and apply to conflict management standards Integrate information technology and its application to marketing and sales functions  Apply the marketing 4 Ps--Product, Price, Place and Promotion--to marketing practices  Manipulate marketing information through software applications (Excel, Access, PowerPoint) and statistical analysis   QUALIFICATIONS  Bilingual English and Spanish  Highly reliable, self starter who is organized, disciplined, and goal-oriented Excellent supportive communication. Exceptional organizational, administrative, and time management skills Resourceful & committed as well as versatile & adaptable.  PROFESSIONAL EXPERIENCE  Real Estate Broker, Century21 Affiliated, Chicago, IL, 07/16-12/20  Helping clients sell or lease properties  Prepared, negotiated and drafted contracts for clients and maintained confidentiality to suit the best interest of the client.  Maintained knowledge of the local Real Estate Market  Provided consultation for potential real estate buyers.",7406110852,12,sales
843,0,"NFT Curator (Chicago) Do you want to get into the NFT market that has headlines like ""14 year old sells 8,000 NFTs for $1,000,000!""? Whether you simply want to buy some to resell or want to make your own please contact me. You can turn any digital file into an NFT, and everything in the world can be represented in a digital file. All fees and service charges are completely transparent and ownership of the files are certified and will be transferred to your wallet upon payment. Please feel free to ask any questions you may have.",7401740001,5,food/beverage/hospitality
852,0,"LOOKING FOR PT JOB/NEED $400-$500/WK EXTRA INCOME (Chicago Ridge) LOOKING FOR PT JOB/NEED $400-$500/WK EXTRA INCOME  WEEKENDS ONLY****  AVAILABLE FRIDAY AFTER 5PM. SATURDAYS ALL DAY. SUNDAYS ALL DAY TILL 6PM.  WILLING TO WORK OVERNIGHTS AS WELL.  Looking for extra income between 400 to 500/week. I am a woman and I have plenty experience in many different fields from driving, customer service, real estate, insurance, etc.   I am not looking for scams, please only email me serious inquiries only.   Thank you.",7406684423,5,food/beverage/hospitality
873,0,"Video Editor For Hire Video Editor For Hire  Professional editor with Adobe video apps since 2013. I have experience with Premiere Pro, After Effects, Photoshop, and Media Encoder.  I am Adobe Premiere Pro Certified. I am also certified with the freelancing website Upwork for proficiency in video editing. I am also a top rated freelancer on Upwork.  I have edited feature films, short films, ads, demo reels, product reviews, weddings, podcasts (audio & video), interviews, online courses, and more.  I have worked with big companies such as Millionacres, a Motley Fool service, several YouTube vloggers with subscriber counts ranging from 60K to 3.7M, and several marketing agencies. Willing to submit full resume upon request.  Willing to edit any type of content. Rates are negotiable based on budget or project.  Feel free to reply to this ad or fill out my project submission Google form here: https://forms.gle/2jtUQ5ZGFjXsnVGu8  My schedule is very flexible, so I can work around tight deadlines. I also have a resume I would be happy to send if you\'d like to see a complete list of my past projects.  Let\'s discuss your project!",7395530873,6,skilled trades/artisan
900,0,"Illinois Roofing License - Qualifying Agent Available (Illinois - Any) Illinois Roofing License - Qualifying Agent Available  I hold an Illinois Roofing License and can qualify your roofing business. I\'ll work with an established, stable and reputable company. I will not participate in illegal business practices.  https://www.idfpr.com/renewals/apply/forms/rf.pdf https://www.idfpr.com/profs/roof.asp  I am flexible and willing to come up with an arrangement that works for both of us. Tell me a little about your company and send your contact information. I\'ll get right back to you.                                                                                                                                                                                 contractor\'s license contractors license qualifying agent qualifier licensed contractor senior project manager estimator estimating owner owner\'s owners representative rep general building builder contractors license licensed construction hotel hotels commercial multifamily retail industrial warehouse restaurant educational dormitory residential church religious projects multifamily multi-family apartments residential home builder homes constructor estimating take off quantity survey vice president building permit permits license licensed qualifier qualify CGC GC CBC CRC CILB FL GA LA NC SC TN AL MS VA AR MS NV AZ Florida Georgia Louisiana Mississippi North Carolina South Carolina Tennessee Virginia Alabama Nevada Arizona parking deck garage safety OHSA 10 30 40 hour continuing education BS bachelor of science bachelors CSI AIA manager management superintendent supervisor leader team structural finish carpenter carpentry builder superintendent drywall sheetrock stucco EIFS ceilings ceiling fire protection fasteners fastening multistory multi-story build out buildout build-out white box tenant finish green leed aia civil structural engineer engineered engineering architect design designer drafting drafter plans drawings plans drawings blueprints qualifying agent agents quailfyer qualify qualified qualifying agent qualifier license licensed RME RMO responsible managing employee ""contractor\'s license"" ""contractors license""officer contractor subcontractor sub steel light gauge metal cold formed form rolled roll constructor building build erector erect senior project manager estimator framer framing carpenter carpentry laborer labor concrete drywall CMU block AAC autoclaved aerated concrete rebar foundation foundations systems system wall floor ceiling roof roofing pre-engineered metal buildings HVAC plumbing electrical CSI specification specifications division divisions 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 engineer engineering engineered preengineered pre-engineered architect architecture consultant site work dirt work earth work general conditions drawings CADD plans lay out landscaping equipment wood doors metal structural steel earth site sitework dirt work real estate property hurricane tropical storm damage hail damage solar roof damage roofing xactimate hurricane claim claims insurance home owner homeowner\'s homeowners insurance wind NASCLA construction inspection inspector home inspector house certified general contractor roofing roof license licensed marine dock pedestrian bridge pier deck decking framer framing carpenter superintendent senior project hail sales roof roofing shingles storm manager structural civil engineer estimator estimating Vice President NASCLA multi state multi-state TPO EPDM",7390023974,6,skilled trades/artisan
